Predictor,Spain,Synthetic Spain,Sample,diff_synth,diff_sample,improvement_pct
pop.mean.1950.1959,29.1444,29.1444,13.8466,0,15.2978,99.9999
hc.mean.1950.1959,1.884,1.6645,1.9184,0.2196,-0.0343,-539.5134
gdpcap.mean.1950.1959,7622.1257,7624.3332,10720.8182,-2.2075,-3098.6925,99.9288
csh_c.mean.1950.1959,0.7563,0.7563,0.6811,-0,0.0752,99.9991
csh_i.mean.1950.1959,0.1679,0.2036,0.2337,-0.0357,-0.0658,45.7154
csh_g.mean.1950.1959,0.093,0.0592,0.1196,0.0338,-0.0265,-27.4007
csh_x.mean.1950.1959,0.0168,0.0593,0.1478,-0.0425,-0.131,67.5662
csh_m.mean.1950.1959,-0.039,-0.0716,-0.185,0.0326,0.146,77.6503
rknacapita.mean.1950.1959,30923.1198,19673.2617,41002.177,11249.8581,-10079.0571,-11.6162
