Country,Weight
Turkey,0.3068116981980701
Mexico,0.26443018054537337
Austria,0.2024014103628454
Uganda,0.15223549080322804
United States of America,0.06664460505230642
Switzerland,0.006926485144929268
Pakistan,5.501298932474584e-4
