country,reason
Sint Maarten (Dutch part),No data in pre for csh_m
Sint Maarten (Dutch part),No data in pre for rknacapita
Slovakia,No data in pre for pop
Slovakia,No data in pre for gdpcap
Slovakia,No data in pre for hc
Slovakia,No data in pre for csh_c
Slovakia,No data in pre for csh_i
Slovakia,No data in pre for csh_g
Slovakia,No data in pre for csh_x
Slovakia,No data in pre for csh_m
Slovakia,No data in pre for rknacapita
Slovenia,No data in pre for pop
Slovenia,No data in pre for gdpcap
Slovenia,No data in pre for hc
Slovenia,No data in pre for csh_c
Slovenia,No data in pre for csh_i
Slovenia,No data in pre for csh_g
Slovenia,No data in pre for csh_x
Slovenia,No data in pre for csh_m
Slovenia,No data in pre for rknacapita
St. Vincent & Grenadines,No data in pre for pop
St. Vincent & Grenadines,No data in pre for gdpcap
St. Vincent & Grenadines,No data in pre for hc
St. Vincent & Grenadines,No data in pre for csh_c
St. Vincent & Grenadines,No data in pre for csh_i
St. Vincent & Grenadines,No data in pre for csh_g
St. Vincent & Grenadines,No data in pre for csh_x
St. Vincent & Grenadines,No data in pre for csh_m
St. Vincent & Grenadines,No data in pre for rknacapita
State of Palestine,No data in pre for pop
State of Palestine,No data in pre for gdpcap
State of Palestine,No data in pre for hc
State of Palestine,No data in pre for csh_c
State of Palestine,No data in pre for csh_i
State of Palestine,No data in pre for csh_g
State of Palestine,No data in pre for csh_x
State of Palestine,No data in pre for csh_m
State of Palestine,No data in pre for rknacapita
Sudan,No data in pre for pop
Sudan,No data in pre for gdpcap
Sudan,No data in pre for hc
Sudan,No data in pre for csh_c
Sudan,No data in pre for csh_i
Sudan,No data in pre for csh_g
Sudan,No data in pre for csh_x
Sudan,No data in pre for csh_m
Sudan,No data in pre for rknacapita
Suriname,No data in pre for pop
Suriname,No data in pre for gdpcap
Suriname,No data in pre for hc
Suriname,No data in pre for csh_c
Suriname,No data in pre for csh_i
Suriname,No data in pre for csh_g
Suriname,No data in pre for csh_x
Suriname,No data in pre for csh_m
Suriname,No data in pre for rknacapita
Syrian Arab Republic,No data in pre for pop
Syrian Arab Republic,No data in pre for gdpcap
Syrian Arab Republic,No data in pre for hc
Syrian Arab Republic,No data in pre for csh_c
Syrian Arab Republic,No data in pre for csh_i
Syrian Arab Republic,No data in pre for csh_g
Syrian Arab Republic,No data in pre for csh_x
Syrian Arab Republic,No data in pre for csh_m
Syrian Arab Republic,No data in pre for rknacapita
Tajikistan,No data in pre for pop
Tajikistan,No data in pre for gdpcap
Tajikistan,No data in pre for hc
Tajikistan,No data in pre for csh_c
Tajikistan,No data in pre for csh_i
Tajikistan,No data in pre for csh_g
Tajikistan,No data in pre for csh_x
Tajikistan,No data in pre for csh_m
Tajikistan,No data in pre for rknacapita
Togo,No data in pre for pop
Togo,No data in pre for gdpcap
Togo,No data in pre for hc
Togo,No data in pre for csh_c
Togo,No data in pre for csh_i
Togo,No data in pre for csh_g
Togo,No data in pre for csh_x
Togo,No data in pre for csh_m
Togo,No data in pre for rknacapita
Tunisia,No data in pre for pop
Tunisia,No data in pre for gdpcap
Tunisia,No data in pre for hc
Tunisia,No data in pre for csh_c
Tunisia,No data in pre for csh_i
Tunisia,No data in pre for csh_g
Tunisia,No data in pre for csh_x
Tunisia,No data in pre for csh_m
Tunisia,No data in pre for rknacapita
Turkmenistan,No data in pre for pop
Turkmenistan,No data in pre for gdpcap
Turkmenistan,No data in pre for hc
Turkmenistan,No data in pre for csh_c
Turkmenistan,No data in pre for csh_i
Turkmenistan,No data in pre for csh_g
Turkmenistan,No data in pre for csh_x
Turkmenistan,No data in pre for csh_m
Turkmenistan,No data in pre for rknacapita
Turks and Caicos Islands,No data in pre for pop
Turks and Caicos Islands,No data in pre for gdpcap
Turks and Caicos Islands,No data in pre for hc
Turks and Caicos Islands,No data in pre for csh_c
Turks and Caicos Islands,No data in pre for csh_i
Turks and Caicos Islands,No data in pre for csh_g
Turks and Caicos Islands,No data in pre for csh_x
Turks and Caicos Islands,No data in pre for csh_m
Turks and Caicos Islands,No data in pre for rknacapita
U.R. of Tanzania: Mainland,No data in pre for pop
U.R. of Tanzania: Mainland,No data in pre for gdpcap
U.R. of Tanzania: Mainland,No data in pre for hc
U.R. of Tanzania: Mainland,No data in pre for csh_c
U.R. of Tanzania: Mainland,No data in pre for csh_i
U.R. of Tanzania: Mainland,No data in pre for csh_g
U.R. of Tanzania: Mainland,No data in pre for csh_x
U.R. of Tanzania: Mainland,No data in pre for csh_m
U.R. of Tanzania: Mainland,No data in pre for rknacapita
Ukraine,No data in pre for pop
Ukraine,No data in pre for gdpcap
Ukraine,No data in pre for hc
Ukraine,No data in pre for csh_c
Ukraine,No data in pre for csh_i
Ukraine,No data in pre for csh_g
Ukraine,No data in pre for csh_x
Ukraine,No data in pre for csh_m
Ukraine,No data in pre for rknacapita
United Arab Emirates,No data in pre for pop
United Arab Emirates,No data in pre for gdpcap
United Arab Emirates,No data in pre for hc
United Arab Emirates,No data in pre for csh_c
United Arab Emirates,No data in pre for csh_i
United Arab Emirates,No data in pre for csh_g
United Arab Emirates,No data in pre for csh_x
United Arab Emirates,No data in pre for csh_m
United Arab Emirates,No data in pre for rknacapita
Uzbekistan,No data in pre for pop
Uzbekistan,No data in pre for gdpcap
Uzbekistan,No data in pre for hc
Uzbekistan,No data in pre for csh_c
Uzbekistan,No data in pre for csh_i
Uzbekistan,No data in pre for csh_g
Uzbekistan,No data in pre for csh_x
Uzbekistan,No data in pre for csh_m
Uzbekistan,No data in pre for rknacapita
Viet Nam,No data in pre for pop
Viet Nam,No data in pre for gdpcap
Viet Nam,No data in pre for hc
Viet Nam,No data in pre for csh_c
Viet Nam,No data in pre for csh_i
Viet Nam,No data in pre for csh_g
Viet Nam,No data in pre for csh_x
Viet Nam,No data in pre for csh_m
Viet Nam,No data in pre for rknacapita
Yemen,No data in pre for pop
Yemen,No data in pre for gdpcap
Yemen,No data in pre for hc
Yemen,No data in pre for csh_c
Yemen,No data in pre for csh_i
Yemen,No data in pre for csh_g
Yemen,No data in pre for csh_x
Yemen,No data in pre for csh_m
Yemen,No data in pre for rknacapita
Albania,Has NA in pop
Albania,Has NA in gdpcap
Albania,Has NA in hc
Albania,Has NA in csh_c
Albania,Has NA in csh_i
Albania,Has NA in csh_g
Albania,Has NA in csh_x
Albania,Has NA in csh_m
Albania,Has NA in rknacapita
Algeria,Has NA in pop
Algeria,Has NA in gdpcap
Algeria,Has NA in hc
Algeria,Has NA in csh_c
Algeria,Has NA in csh_i
Algeria,Has NA in csh_g
Algeria,Has NA in csh_x
Algeria,Has NA in csh_m
Algeria,Has NA in rknacapita
Angola,Has NA in pop
Angola,Has NA in gdpcap
Angola,Has NA in hc
Angola,Has NA in csh_c
Angola,Has NA in csh_i
Angola,Has NA in csh_g
Angola,Has NA in csh_x
Angola,Has NA in csh_m
Angola,Has NA in rknacapita
Anguilla,Has NA in pop
Anguilla,Has NA in gdpcap
Anguilla,Has NA in hc
Anguilla,Has NA in csh_c
Anguilla,Has NA in csh_i
Anguilla,Has NA in csh_g
Anguilla,Has NA in csh_x
Anguilla,Has NA in csh_m
Anguilla,Has NA in rknacapita
Antigua and Barbuda,Has NA in pop
Antigua and Barbuda,Has NA in gdpcap
Antigua and Barbuda,Has NA in hc
Antigua and Barbuda,Has NA in csh_c
Antigua and Barbuda,Has NA in csh_i
Antigua and Barbuda,Has NA in csh_g
Antigua and Barbuda,Has NA in csh_x
Antigua and Barbuda,Has NA in csh_m
Antigua and Barbuda,Has NA in rknacapita
Armenia,Has NA in pop
Armenia,Has NA in gdpcap
Armenia,Has NA in hc
Armenia,Has NA in csh_c
Armenia,Has NA in csh_i
Armenia,Has NA in csh_g
Armenia,Has NA in csh_x
Armenia,Has NA in csh_m
Armenia,Has NA in rknacapita
Aruba,Has NA in pop
Aruba,Has NA in gdpcap
Aruba,Has NA in hc
Aruba,Has NA in csh_c
Aruba,Has NA in csh_i
Aruba,Has NA in csh_g
Aruba,Has NA in csh_x
Aruba,Has NA in csh_m
Aruba,Has NA in rknacapita
Azerbaijan,Has NA in pop
Azerbaijan,Has NA in gdpcap
Azerbaijan,Has NA in hc
Azerbaijan,Has NA in csh_c
Azerbaijan,Has NA in csh_i
Azerbaijan,Has NA in csh_g
Azerbaijan,Has NA in csh_x
Azerbaijan,Has NA in csh_m
Azerbaijan,Has NA in rknacapita
Bahamas,Has NA in pop
Bahamas,Has NA in gdpcap
Bahamas,Has NA in hc
Bahamas,Has NA in csh_c
Bahamas,Has NA in csh_i
Bahamas,Has NA in csh_g
Bahamas,Has NA in csh_x
Bahamas,Has NA in csh_m
Bahamas,Has NA in rknacapita
Bahrain,Has NA in pop
Bahrain,Has NA in gdpcap
Bahrain,Has NA in hc
Bahrain,Has NA in csh_c
Bahrain,Has NA in csh_i
Bahrain,Has NA in csh_g
Bahrain,Has NA in csh_x
Bahrain,Has NA in csh_m
Bahrain,Has NA in rknacapita
Bangladesh,Has NA in pop
Bangladesh,Has NA in gdpcap
Bangladesh,Has NA in hc
Bangladesh,Has NA in csh_c
Bangladesh,Has NA in csh_i
Bangladesh,Has NA in csh_g
Bangladesh,Has NA in csh_x
Bangladesh,Has NA in csh_m
Bangladesh,Has NA in rknacapita
Barbados,Has NA in pop
Barbados,Has NA in gdpcap
Barbados,Has NA in hc
Barbados,Has NA in csh_c
Barbados,Has NA in csh_i
Barbados,Has NA in csh_g
Barbados,Has NA in csh_x
Barbados,Has NA in csh_m
Barbados,Has NA in rknacapita
Belarus,Has NA in pop
Belarus,Has NA in gdpcap
Belarus,Has NA in hc
Belarus,Has NA in csh_c
Belarus,Has NA in csh_i
Belarus,Has NA in csh_g
Belarus,Has NA in csh_x
Belarus,Has NA in csh_m
Belarus,Has NA in rknacapita
Belize,Has NA in pop
Belize,Has NA in gdpcap
Belize,Has NA in hc
Belize,Has NA in csh_c
Belize,Has NA in csh_i
Belize,Has NA in csh_g
Belize,Has NA in csh_x
Belize,Has NA in csh_m
Belize,Has NA in rknacapita
Benin,Has NA in pop
Benin,Has NA in gdpcap
Benin,Has NA in hc
Benin,Has NA in csh_c
Benin,Has NA in csh_i
Benin,Has NA in csh_g
Benin,Has NA in csh_x
Benin,Has NA in csh_m
Benin,Has NA in rknacapita
Bermuda,Has NA in pop
Bermuda,Has NA in gdpcap
Bermuda,Has NA in hc
Bermuda,Has NA in csh_c
Bermuda,Has NA in csh_i
Bermuda,Has NA in csh_g
Bermuda,Has NA in csh_x
Bermuda,Has NA in csh_m
Bermuda,Has NA in rknacapita
Bhutan,Has NA in pop
Bhutan,Has NA in gdpcap
Bhutan,Has NA in hc
Bhutan,Has NA in csh_c
Bhutan,Has NA in csh_i
Bhutan,Has NA in csh_g
Bhutan,Has NA in csh_x
Bhutan,Has NA in csh_m
Bhutan,Has NA in rknacapita
Bosnia and Herzegovina,Has NA in pop
Bosnia and Herzegovina,Has NA in gdpcap
Bosnia and Herzegovina,Has NA in hc
Bosnia and Herzegovina,Has NA in csh_c
Bosnia and Herzegovina,Has NA in csh_i
Bosnia and Herzegovina,Has NA in csh_g
Bosnia and Herzegovina,Has NA in csh_x
Bosnia and Herzegovina,Has NA in csh_m
Bosnia and Herzegovina,Has NA in rknacapita
Botswana,Has NA in pop
Botswana,Has NA in gdpcap
Botswana,Has NA in hc
Botswana,Has NA in csh_c
Botswana,Has NA in csh_i
Botswana,Has NA in csh_g
Botswana,Has NA in csh_x
Botswana,Has NA in csh_m
Botswana,Has NA in rknacapita
British Virgin Islands,Has NA in pop
British Virgin Islands,Has NA in gdpcap
British Virgin Islands,Has NA in hc
British Virgin Islands,Has NA in csh_c
British Virgin Islands,Has NA in csh_i
British Virgin Islands,Has NA in csh_g
British Virgin Islands,Has NA in csh_x
British Virgin Islands,Has NA in csh_m
British Virgin Islands,Has NA in rknacapita
Brunei Darussalam,Has NA in pop
Brunei Darussalam,Has NA in gdpcap
Brunei Darussalam,Has NA in hc
Brunei Darussalam,Has NA in csh_c
Brunei Darussalam,Has NA in csh_i
Brunei Darussalam,Has NA in csh_g
Brunei Darussalam,Has NA in csh_x
Brunei Darussalam,Has NA in csh_m
Brunei Darussalam,Has NA in rknacapita
Bulgaria,Has NA in pop
Bulgaria,Has NA in gdpcap
Bulgaria,Has NA in hc
Bulgaria,Has NA in csh_c
Bulgaria,Has NA in csh_i
Bulgaria,Has NA in csh_g
Bulgaria,Has NA in csh_x
Bulgaria,Has NA in csh_m
Bulgaria,Has NA in rknacapita
Burkina Faso,Has NA in pop
Burkina Faso,Has NA in gdpcap
Burkina Faso,Has NA in hc
Burkina Faso,Has NA in csh_c
Burkina Faso,Has NA in csh_i
Burkina Faso,Has NA in csh_g
Burkina Faso,Has NA in csh_x
Burkina Faso,Has NA in csh_m
Burkina Faso,Has NA in rknacapita
Burundi,Has NA in pop
Burundi,Has NA in gdpcap
Burundi,Has NA in hc
Burundi,Has NA in csh_c
Burundi,Has NA in csh_i
Burundi,Has NA in csh_g
Burundi,Has NA in csh_x
Burundi,Has NA in csh_m
Burundi,Has NA in rknacapita
Cabo Verde,Has NA in pop
Cabo Verde,Has NA in gdpcap
Cabo Verde,Has NA in hc
Cabo Verde,Has NA in csh_c
Cabo Verde,Has NA in csh_i
Cabo Verde,Has NA in csh_g
Cabo Verde,Has NA in csh_x
Cabo Verde,Has NA in csh_m
Cabo Verde,Has NA in rknacapita
Cambodia,Has NA in pop
Cambodia,Has NA in gdpcap
Cambodia,Has NA in hc
Cambodia,Has NA in csh_c
Cambodia,Has NA in csh_i
Cambodia,Has NA in csh_g
Cambodia,Has NA in csh_x
Cambodia,Has NA in csh_m
Cambodia,Has NA in rknacapita
Cameroon,Has NA in pop
Cameroon,Has NA in gdpcap
Cameroon,Has NA in hc
Cameroon,Has NA in csh_c
Cameroon,Has NA in csh_i
Cameroon,Has NA in csh_g
Cameroon,Has NA in csh_x
Cameroon,Has NA in csh_m
Cameroon,Has NA in rknacapita
Cayman Islands,Has NA in pop
Cayman Islands,Has NA in gdpcap
Cayman Islands,Has NA in hc
Cayman Islands,Has NA in csh_c
Cayman Islands,Has NA in csh_i
Cayman Islands,Has NA in csh_g
Cayman Islands,Has NA in csh_x
Cayman Islands,Has NA in csh_m
Cayman Islands,Has NA in rknacapita
Central African Republic,Has NA in pop
Central African Republic,Has NA in gdpcap
Central African Republic,Has NA in hc
Central African Republic,Has NA in csh_c
Central African Republic,Has NA in csh_i
Central African Republic,Has NA in csh_g
Central African Republic,Has NA in csh_x
Central African Republic,Has NA in csh_m
Central African Republic,Has NA in rknacapita
Chad,Has NA in pop
Chad,Has NA in gdpcap
Chad,Has NA in hc
Chad,Has NA in csh_c
Chad,Has NA in csh_i
Chad,Has NA in csh_g
Chad,Has NA in csh_x
Chad,Has NA in csh_m
Chad,Has NA in rknacapita
Chile,Has NA in pop
Chile,Has NA in gdpcap
Chile,Has NA in hc
Chile,Has NA in csh_c
Chile,Has NA in csh_i
Chile,Has NA in csh_g
Chile,Has NA in csh_x
Chile,Has NA in csh_m
Chile,Has NA in rknacapita
China,Has NA in pop
China,Has NA in gdpcap
China,Has NA in hc
China,Has NA in csh_c
China,Has NA in csh_i
China,Has NA in csh_g
China,Has NA in csh_x
China,Has NA in csh_m
China,Has NA in rknacapita
"China, Hong Kong SAR",Has NA in pop
"China, Hong Kong SAR",Has NA in gdpcap
"China, Hong Kong SAR",Has NA in hc
"China, Hong Kong SAR",Has NA in csh_c
"China, Hong Kong SAR",Has NA in csh_i
"China, Hong Kong SAR",Has NA in csh_g
"China, Hong Kong SAR",Has NA in csh_x
"China, Hong Kong SAR",Has NA in csh_m
"China, Hong Kong SAR",Has NA in rknacapita
"China, Macao SAR",Has NA in pop
"China, Macao SAR",Has NA in gdpcap
"China, Macao SAR",Has NA in hc
"China, Macao SAR",Has NA in csh_c
"China, Macao SAR",Has NA in csh_i
"China, Macao SAR",Has NA in csh_g
"China, Macao SAR",Has NA in csh_x
"China, Macao SAR",Has NA in csh_m
"China, Macao SAR",Has NA in rknacapita
Comoros,Has NA in pop
Comoros,Has NA in gdpcap
Comoros,Has NA in hc
Comoros,Has NA in csh_c
Comoros,Has NA in csh_i
Comoros,Has NA in csh_g
Comoros,Has NA in csh_x
Comoros,Has NA in csh_m
Comoros,Has NA in rknacapita
Congo,Has NA in pop
Congo,Has NA in gdpcap
Congo,Has NA in hc
Congo,Has NA in csh_c
Congo,Has NA in csh_i
Congo,Has NA in csh_g
Congo,Has NA in csh_x
Congo,Has NA in csh_m
Congo,Has NA in rknacapita
Cote d'Ivoire,Has NA in pop
Cote d'Ivoire,Has NA in gdpcap
Cote d'Ivoire,Has NA in hc
Cote d'Ivoire,Has NA in csh_c
Cote d'Ivoire,Has NA in csh_i
Cote d'Ivoire,Has NA in csh_g
Cote d'Ivoire,Has NA in csh_x
Cote d'Ivoire,Has NA in csh_m
Cote d'Ivoire,Has NA in rknacapita
Croatia,Has NA in pop
Croatia,Has NA in gdpcap
Croatia,Has NA in hc
Croatia,Has NA in csh_c
Croatia,Has NA in csh_i
Croatia,Has NA in csh_g
Croatia,Has NA in csh_x
Croatia,Has NA in csh_m
Croatia,Has NA in rknacapita
Curacao,Has NA in pop
Curacao,Has NA in gdpcap
Curacao,Has NA in hc
Curacao,Has NA in csh_c
Curacao,Has NA in csh_i
Curacao,Has NA in csh_g
Curacao,Has NA in csh_x
Curacao,Has NA in csh_m
Curacao,Has NA in rknacapita
Czech Republic,Has NA in pop
Czech Republic,Has NA in gdpcap
Czech Republic,Has NA in hc
Czech Republic,Has NA in csh_c
Czech Republic,Has NA in csh_i
Czech Republic,Has NA in csh_g
Czech Republic,Has NA in csh_x
Czech Republic,Has NA in csh_m
Czech Republic,Has NA in rknacapita
Djibouti,Has NA in pop
Djibouti,Has NA in gdpcap
Djibouti,Has NA in hc
Djibouti,Has NA in csh_c
Djibouti,Has NA in csh_i
Djibouti,Has NA in csh_g
Djibouti,Has NA in csh_x
Djibouti,Has NA in csh_m
Djibouti,Has NA in rknacapita
Dominica,Has NA in pop
Dominica,Has NA in gdpcap
Dominica,Has NA in hc
Dominica,Has NA in csh_c
Dominica,Has NA in csh_i
Dominica,Has NA in csh_g
Dominica,Has NA in csh_x
Dominica,Has NA in csh_m
Dominica,Has NA in rknacapita
Dominican Republic,Has NA in pop
Dominican Republic,Has NA in gdpcap
Dominican Republic,Has NA in hc
Dominican Republic,Has NA in csh_c
Dominican Republic,Has NA in csh_i
Dominican Republic,Has NA in csh_g
Dominican Republic,Has NA in csh_x
Dominican Republic,Has NA in csh_m
Dominican Republic,Has NA in rknacapita
Equatorial Guinea,Has NA in pop
Equatorial Guinea,Has NA in gdpcap
Equatorial Guinea,Has NA in hc
Equatorial Guinea,Has NA in csh_c
Equatorial Guinea,Has NA in csh_i
Equatorial Guinea,Has NA in csh_g
Equatorial Guinea,Has NA in csh_x
Equatorial Guinea,Has NA in csh_m
Equatorial Guinea,Has NA in rknacapita
Estonia,Has NA in pop
Estonia,Has NA in gdpcap
Estonia,Has NA in hc
Estonia,Has NA in csh_c
Estonia,Has NA in csh_i
Estonia,Has NA in csh_g
Estonia,Has NA in csh_x
Estonia,Has NA in csh_m
Estonia,Has NA in rknacapita
Eswatini,Has NA in pop
Eswatini,Has NA in gdpcap
Eswatini,Has NA in hc
Eswatini,Has NA in csh_c
Eswatini,Has NA in csh_i
Eswatini,Has NA in csh_g
Eswatini,Has NA in csh_x
Eswatini,Has NA in csh_m
Eswatini,Has NA in rknacapita
Ethiopia,Has NA in hc
Fiji,Has NA in pop
Fiji,Has NA in gdpcap
Fiji,Has NA in hc
Fiji,Has NA in csh_c
Fiji,Has NA in csh_i
Fiji,Has NA in csh_g
Fiji,Has NA in csh_x
Fiji,Has NA in csh_m
Fiji,Has NA in rknacapita
Gabon,Has NA in pop
Gabon,Has NA in gdpcap
Gabon,Has NA in hc
Gabon,Has NA in csh_c
Gabon,Has NA in csh_i
Gabon,Has NA in csh_g
Gabon,Has NA in csh_x
Gabon,Has NA in csh_m
Gabon,Has NA in rknacapita
Gambia,Has NA in pop
Gambia,Has NA in gdpcap
Gambia,Has NA in hc
Gambia,Has NA in csh_c
Gambia,Has NA in csh_i
Gambia,Has NA in csh_g
Gambia,Has NA in csh_x
Gambia,Has NA in csh_m
Gambia,Has NA in rknacapita
Georgia,Has NA in pop
Georgia,Has NA in gdpcap
Georgia,Has NA in hc
Georgia,Has NA in csh_c
Georgia,Has NA in csh_i
Georgia,Has NA in csh_g
Georgia,Has NA in csh_x
Georgia,Has NA in csh_m
Georgia,Has NA in rknacapita
Ghana,Has NA in pop
Ghana,Has NA in gdpcap
Ghana,Has NA in hc
Ghana,Has NA in csh_c
Ghana,Has NA in csh_i
Ghana,Has NA in csh_g
Ghana,Has NA in csh_x
Ghana,Has NA in csh_m
Ghana,Has NA in rknacapita
Greece,Has NA in pop
Greece,Has NA in gdpcap
Greece,Has NA in hc
Greece,Has NA in csh_c
Greece,Has NA in csh_i
Greece,Has NA in csh_g
Greece,Has NA in csh_x
Greece,Has NA in csh_m
Greece,Has NA in rknacapita
Grenada,Has NA in pop
Grenada,Has NA in gdpcap
Grenada,Has NA in hc
Grenada,Has NA in csh_c
Grenada,Has NA in csh_i
Grenada,Has NA in csh_g
Grenada,Has NA in csh_x
Grenada,Has NA in csh_m
Grenada,Has NA in rknacapita
Guinea,Has NA in pop
Guinea,Has NA in gdpcap
Guinea,Has NA in hc
Guinea,Has NA in csh_c
Guinea,Has NA in csh_i
Guinea,Has NA in csh_g
Guinea,Has NA in csh_x
Guinea,Has NA in csh_m
Guinea,Has NA in rknacapita
Guinea-Bissau,Has NA in pop
Guinea-Bissau,Has NA in gdpcap
Guinea-Bissau,Has NA in hc
Guinea-Bissau,Has NA in csh_c
Guinea-Bissau,Has NA in csh_i
Guinea-Bissau,Has NA in csh_g
Guinea-Bissau,Has NA in csh_x
Guinea-Bissau,Has NA in csh_m
Guinea-Bissau,Has NA in rknacapita
Guyana,Has NA in pop
Guyana,Has NA in gdpcap
Guyana,Has NA in hc
Guyana,Has NA in csh_c
Guyana,Has NA in csh_i
Guyana,Has NA in csh_g
Guyana,Has NA in csh_x
Guyana,Has NA in csh_m
Guyana,Has NA in rknacapita
Haiti,Has NA in pop
Haiti,Has NA in gdpcap
Haiti,Has NA in hc
Haiti,Has NA in csh_c
Haiti,Has NA in csh_i
Haiti,Has NA in csh_g
Haiti,Has NA in csh_x
Haiti,Has NA in csh_m
Haiti,Has NA in rknacapita
Hungary,Has NA in pop
Hungary,Has NA in gdpcap
Hungary,Has NA in hc
Hungary,Has NA in csh_c
Hungary,Has NA in csh_i
Hungary,Has NA in csh_g
Hungary,Has NA in csh_x
Hungary,Has NA in csh_m
Hungary,Has NA in rknacapita
Indonesia,Has NA in pop
Indonesia,Has NA in gdpcap
Indonesia,Has NA in hc
Indonesia,Has NA in csh_c
Indonesia,Has NA in csh_i
Indonesia,Has NA in csh_g
Indonesia,Has NA in csh_x
Indonesia,Has NA in csh_m
Indonesia,Has NA in rknacapita
Iran (Islamic Republic of),Has NA in pop
Iran (Islamic Republic of),Has NA in gdpcap
Iran (Islamic Republic of),Has NA in hc
Iran (Islamic Republic of),Has NA in csh_c
Iran (Islamic Republic of),Has NA in csh_i
Iran (Islamic Republic of),Has NA in csh_g
Iran (Islamic Republic of),Has NA in csh_x
Iran (Islamic Republic of),Has NA in csh_m
Iran (Islamic Republic of),Has NA in rknacapita
Iraq,Has NA in pop
Iraq,Has NA in gdpcap
Iraq,Has NA in hc
Iraq,Has NA in csh_c
Iraq,Has NA in csh_i
Iraq,Has NA in csh_g
Iraq,Has NA in csh_x
Iraq,Has NA in csh_m
Iraq,Has NA in rknacapita
Jamaica,Has NA in pop
Jamaica,Has NA in gdpcap
Jamaica,Has NA in hc
Jamaica,Has NA in csh_c
Jamaica,Has NA in csh_i
Jamaica,Has NA in csh_g
Jamaica,Has NA in csh_x
Jamaica,Has NA in csh_m
Jamaica,Has NA in rknacapita
Jordan,Has NA in pop
Jordan,Has NA in gdpcap
Jordan,Has NA in hc
Jordan,Has NA in csh_c
Jordan,Has NA in csh_i
Jordan,Has NA in csh_g
Jordan,Has NA in csh_x
Jordan,Has NA in csh_m
Jordan,Has NA in rknacapita
Kazakhstan,Has NA in pop
Kazakhstan,Has NA in gdpcap
Kazakhstan,Has NA in hc
Kazakhstan,Has NA in csh_c
Kazakhstan,Has NA in csh_i
Kazakhstan,Has NA in csh_g
Kazakhstan,Has NA in csh_x
Kazakhstan,Has NA in csh_m
Kazakhstan,Has NA in rknacapita
Kuwait,Has NA in pop
Kuwait,Has NA in gdpcap
Kuwait,Has NA in hc
Kuwait,Has NA in csh_c
Kuwait,Has NA in csh_i
Kuwait,Has NA in csh_g
Kuwait,Has NA in csh_x
Kuwait,Has NA in csh_m
Kuwait,Has NA in rknacapita
Kyrgyzstan,Has NA in pop
Kyrgyzstan,Has NA in gdpcap
Kyrgyzstan,Has NA in hc
Kyrgyzstan,Has NA in csh_c
Kyrgyzstan,Has NA in csh_i
Kyrgyzstan,Has NA in csh_g
Kyrgyzstan,Has NA in csh_x
Kyrgyzstan,Has NA in csh_m
Kyrgyzstan,Has NA in rknacapita
Lao People's DR,Has NA in pop
Lao People's DR,Has NA in gdpcap
Lao People's DR,Has NA in hc
Lao People's DR,Has NA in csh_c
Lao People's DR,Has NA in csh_i
Lao People's DR,Has NA in csh_g
Lao People's DR,Has NA in csh_x
Lao People's DR,Has NA in csh_m
Lao People's DR,Has NA in rknacapita
Latvia,Has NA in pop
Latvia,Has NA in gdpcap
Latvia,Has NA in hc
Latvia,Has NA in csh_c
Latvia,Has NA in csh_i
Latvia,Has NA in csh_g
Latvia,Has NA in csh_x
Latvia,Has NA in csh_m
Latvia,Has NA in rknacapita
Lebanon,Has NA in pop
Lebanon,Has NA in gdpcap
Lebanon,Has NA in hc
Lebanon,Has NA in csh_c
Lebanon,Has NA in csh_i
Lebanon,Has NA in csh_g
Lebanon,Has NA in csh_x
Lebanon,Has NA in csh_m
Lebanon,Has NA in rknacapita
Lesotho,Has NA in pop
Lesotho,Has NA in gdpcap
Lesotho,Has NA in hc
Lesotho,Has NA in csh_c
Lesotho,Has NA in csh_i
Lesotho,Has NA in csh_g
Lesotho,Has NA in csh_x
Lesotho,Has NA in csh_m
Lesotho,Has NA in rknacapita
Liberia,Has NA in pop
Liberia,Has NA in gdpcap
Liberia,Has NA in hc
Liberia,Has NA in csh_c
Liberia,Has NA in csh_i
Liberia,Has NA in csh_g
Liberia,Has NA in csh_x
Liberia,Has NA in csh_m
Liberia,Has NA in rknacapita
Lithuania,Has NA in pop
Lithuania,Has NA in gdpcap
Lithuania,Has NA in hc
Lithuania,Has NA in csh_c
Lithuania,Has NA in csh_i
Lithuania,Has NA in csh_g
Lithuania,Has NA in csh_x
Lithuania,Has NA in csh_m
Lithuania,Has NA in rknacapita
Madagascar,Has NA in pop
Madagascar,Has NA in gdpcap
Madagascar,Has NA in hc
Madagascar,Has NA in csh_c
Madagascar,Has NA in csh_i
Madagascar,Has NA in csh_g
Madagascar,Has NA in csh_x
Madagascar,Has NA in csh_m
Madagascar,Has NA in rknacapita
Malawi,Has NA in pop
Malawi,Has NA in gdpcap
Malawi,Has NA in hc
Malawi,Has NA in csh_c
Malawi,Has NA in csh_i
Malawi,Has NA in csh_g
Malawi,Has NA in csh_x
Malawi,Has NA in csh_m
Malawi,Has NA in rknacapita
Malaysia,Has NA in pop
Malaysia,Has NA in gdpcap
Malaysia,Has NA in hc
Malaysia,Has NA in csh_c
Malaysia,Has NA in csh_i
Malaysia,Has NA in csh_g
Malaysia,Has NA in csh_x
Malaysia,Has NA in csh_m
Malaysia,Has NA in rknacapita
Maldives,Has NA in pop
Maldives,Has NA in gdpcap
