year,Spain,Western_Europe,Share
1908-01-01,2912.796968932279,5223.164731067624,0.5576689840178366
1909-01-01,2974.25662855563,5305.899706121261,0.5605565112970977
1910-01-01,2819.2628921578753,5330.722196745649,0.5288707210964785
1911-01-01,3023.661607604876,5505.293690209944,0.5492280299199749
1912-01-01,2911.0817455801007,5663.670170372475,0.5139921037083718
1913-01-01,3063.3094675396433,5775.300397524816,0.5304156072734363
1914-01-01,2958.194601232216,5358.773762248043,0.5520282684953718
1915-01-01,2968.585309946987,5327.710808552634,0.5571971558931996
1916-01-01,3072.8033037933355,5489.592342718189,0.5597507268220626
1917-01-01,3010.177803822913,5289.475280922894,0.5690881692328668
1918-01-01,2975.6110720928564,5076.285293017638,0.5861788493617113
1919-01-01,3020.8366679875267,4862.868966568299,0.6212046198973187
1920-01-01,3239.318491284229,5031.380088036531,0.6438230534374826
1921-01-01,3317.854156186495,5026.352905525234,0.6600917640580576
1922-01-01,3423.2195190780767,5516.733819898167,0.6205156222565884
1923-01-01,3428.846087808965,5435.239041615481,0.6308546986720627
1924-01-01,3513.8266962125763,5845.484835452471,0.6011180928742564
1925-01-01,3720.185918324963,6114.154328027606,0.6084546968779369
1926-01-01,3645.5854593492836,6144.39833620312,0.5933185415192406
1927-01-01,3954.177610202562,6400.753382217942,0.6177675304891046
1928-01-01,3901.835047419555,6627.08177176706,0.588771224167219
1929-01-01,4168.519995391672,6788.0868628491935,0.6140934963878762
1930-01-01,3918.263297152237,6643.085463390994,0.589825814938732
1931-01-01,3781.938558260956,6272.367754087181,0.6029522991212658
1932-01-01,3851.0339446991015,6048.851744913615,0.6366553698290549
1933-01-01,3685.7560310722743,6242.309720717308,0.590447477932694
1934-01-01,3777.838473678262,6455.563561111758,0.58520661099767
1935-01-01,3802.316367903047,6650.093623155212,0.5717688476841316
1936-01-01,2872.119370012172,6886.988646512155,0.41703558949044117
1937-01-01,2650.1169888764616,7237.296008410901,0.3661750169948279
1938-01-01,2632.551155701665,7391.394550248411,0.3561643391926886
1939-01-01,2881.3777699837074,7765.4626497244635,0.3710503674994748
1940-01-01,3166.9656266557636,7577.139751335235,0.4179632065117559
1941-01-01,3187.304180068861,7644.454322115055,0.4169433220168687
1942-01-01,3389.080844281934,7502.726142269639,0.4517132546246327
1943-01-01,3546.6006377984722,7456.635724859376,0.47563013249723385
1944-01-01,3670.8442869089454,7152.7107735646,0.5132102224062887
1945-01-01,3352.929199664521,6246.670825744367,0.5367545838730791
1946-01-01,3468.203208391766,5948.128753962272,0.5830746696734609
1947-01-01,3509.0785095363885,6291.252135213538,0.557771081832072
1948-01-01,3473.9224482392974,6685.807635794841,0.5195965300647333
1949-01-01,3430.704215209045,7199.983786489106,0.4764877695484288
1950-01-01,3459.4402519107953,7646.428482018986,0.4524256337512169
1951-01-01,3785.959339163142,8025.369260102537,0.4717489272406103
1952-01-01,4099.399226578744,8259.966333127446,0.4962973287357941
1953-01-01,4061.817352781037,8660.590543120079,0.46900004480730473
1954-01-01,4322.0123122369005,9078.733961714066,0.4760589230242081
1955-01-01,4436.737873348313,9598.350791819143,0.4622396044464044
1956-01-01,4763.962602957628,9951.677818793067,0.47870948896287707
1957-01-01,4893.488966334898,10323.305378708556,0.4740234631078087
1958-01-01,5168.911087050902,10498.638576818103,0.4923410830109251
1959-01-01,5079.299937825947,10949.674181126344,0.4638768107439214
1960-01-01,5031.566581572437,11591.425346752907,0.4340766067204948
1961-01-01,5581.437566911612,12067.655516461875,0.4625121722523314
1962-01-01,6075.909555034676,12500.433218643071,0.4860559189239218
1963-01-01,6631.572696635345,12941.293253652038,0.5124350840874355
1964-01-01,6938.491843635209,13588.65811812605,0.510609052293389
1965-01-01,7411.984782945171,14027.493448704074,0.5283898231747116
1966-01-01,7872.849372810183,14419.718500041814,0.5459780211928099
1967-01-01,8207.074373638408,14817.601582639194,0.5538733328647529
1968-01-01,8598.88130808511,15517.019525229602,0.5541580516866608
1969-01-01,9299.070162620286,16270.04389548403,0.5715454870531338
1970-01-01,9502.939890629283,16873.258252247982,0.563195308728427
1971-01-01,9885.877304701884,17304.355838116015,0.571294152592865
1972-01-01,10787.692665989698,17925.88317121962,0.6017942080147864
1973-01-01,11629.701737238698,18818.398719499022,0.6179963508366083
1974-01-01,12379.949716151497,19069.110491025778,0.6492148504765178
1975-01-01,12613.324117916534,18892.6009450155,0.6676330143544555
1976-01-01,13044.985993676577,19682.13066499759,0.6627832227979051
1977-01-01,13335.21213888847,20185.512706286936,0.6606328178493635
1978-01-01,13568.676117616169,20752.16679937246,0.6538438250229601
1979-01-01,13678.09341878673,21495.320860571424,0.6363288786201033
1980-01-01,14005.934595454468,21742.035090703168,0.6441869188889022
1981-01-01,13895.314484184273,21723.22494670164,0.6396524695700891
1982-01-01,14046.104162293825,21866.384311666414,0.6423606190256054
1983-01-01,14240.944745992354,22239.97898768942,0.6403308543535584
1984-01-01,14313.326648327431,22750.153346146657,0.629152974511786
1985-01-01,14696.9656773837,23296.719636337617,0.6308598767038324
1986-01-01,15242.980691686094,23916.56065628058,0.6373399967809849
1987-01-01,16273.085083913356,24511.08869055277,0.663907070361401
1988-01-01,17275.507552334802,25386.058206553516,0.6805116182974424
1989-01-01,18360.350662690114,26069.85012920875,0.7042752670879038
1990-01-01,19214.999999999996,26157.48147877123,0.7345890702663564
1991-01-01,19958.05964269484,26626.045050507804,0.7495690631047816
1992-01-01,20329.167740836685,26972.9861414684,0.7536862116123852
1993-01-01,20056.539615511396,26984.114942633885,0.7432720939022839
1994-01-01,20673.954415535798,27798.989342976027,0.7436944617110509
1995-01-01,21522.096788725685,28539.982295911144,0.7541033685857998
1996-01-01,22185.06675997645,29125.52898825695,0.7617051957724508
1997-01-01,23113.615070459808,29990.7026438463,0.7706926824938001
1998-01-01,24284.861317461928,30944.778557614354,0.7847805817142075
1999-01-01,25549.53964290926,31918.718770926338,0.8004563035964168
2000-01-01,26994.86012029174,33174.467489008406,0.8137239920802305
2001-01-01,28153.55361296604,33908.60696280819,0.830277505762639
2002-01-01,28753.322752068387,34317.15934117222,0.8378701298149528
2003-01-01,29371.86492785975,34690.76013127284,0.8466768908122531
2004-01-01,30088.09263524994,35547.72977907098,0.8464139010352373
2005-01-01,30885.602039559926,36219.9839249712,0.8527226876615596
2006-01-01,31907.423509758653,37379.18297642804,0.8536147922195096
2007-01-01,32735.433097933867,38478.83488342862,0.8507386774341179
2008-01-01,32844.326112024,38637.96019189547,0.8500533141217242
2009-01-01,31669.69062082153,37027.65553045058,0.8552982943999033
2010-01-01,31786.404048037002,38002.8345440781,0.8364219256110782
2011-01-01,31600,38753.967141229725,0.8154003920383487
2012-01-01,30645.215366245026,38524.89819057162,0.7954651875950959
2013-01-01,30327.451849054178,38495.88262329318,0.7878102743045972
2014-01-01,30842.182876356037,38967.0979342429,0.7914929392073877
2015-01-01,32057.098255641897,39388.842889683394,0.8138624012242359
2016-01-01,33002.67434707953,39893.522385094104,0.827268999425599
2017-01-01,33924.13541909865,40681.87063566088,0.8338882870681336
2018-01-01,34553.62592797743,41165.0942956669,0.8393913950444806
2019-01-01,34957.465528221546,41606.59944326225,0.8401904023877765
2020-01-01,30834.51319742432,38851.85644693963,0.7936432391470231
2021-01-01,32553.051028163532,40883.313071971264,0.7962429798890545
2022-01-01,34123.386709528146,41963.81204257122,0.8131622235584994
