country,year,pop,rgdpnapc,growth,mm,loess_trend,regimes
Spain,1964-01-01,31741,8218,0.04634581105169344,0.04924445598131871,0.08199557921801467,Francoism
Spain,1965-01-01,32085,8778,0.0681431005110733,0.05340251603242604,0.08009529319798694,Francoism
Spain,1966-01-01,32452,9324,0.062200956937799035,0.05224057215238555,0.07290067349201262,Francoism
Spain,1967-01-01,32850,9719,0.042363792363792285,0.053766108015270805,0.05490359301235397,Francoism
Spain,1968-01-01,33239,10183,0.04774153719518459,0.05291666332181705,0.044146790574762285,Francoism
Spain,1969-01-01,33566,11012,0.08141019345968781,0.06278886019514171,0.05632690247171937,Francoism
Spain,1970-01-01,33876,11253,0.02188521612786043,0.06592469774610292,0.03415150285532161,Francoism
Spain,1971-01-01,34195,11705,0.04016706656002844,0.05901858561015947,0.03200088616524756,Francoism
Spain,1972-01-01,34513,12773,0.09124305852199921,0.05927887694110694,0.06205761275856993,Francoism
Spain,1973-01-01,34837,13770,0.07805527284114921,0.057955600557026775,0.07681753023174331,Francoism
Spain,1974-01-01,35184,14658,0.06448801742919397,0.05976982119477683,0.07744262056549721,Francoism
Spain,1975-01-01,35564,14933,0.01876108609632965,0.05483161975330246,0.0495370709875528,Unclassified
Spain,1976-01-01,35997,15443,0.03415254804794743,0.0520267788643173,0.037413768035811826,Unclassified
Spain,1977-01-01,36439,15784,0.022081201839020848,0.049998519811840156,0.022965339507366168,Unclassified
Spain,1978-01-01,36861,16058,0.0173593512417638,0.04696030121649808,0.012078400836384843,Unclassified
Spain,1979-01-01,37200,16186,0.007971104745298385,0.039616392345059134,0.0018736052850458138,Current Democracy
Spain,1980-01-01,37488,16574,0.023971333250957683,0.039825004057368864,0.006960606736164594,Current Democracy
Spain,1981-01-01,37751,16440,-0.00808495233498252,0.034999802167867765,-0.004007452150850311,Current Democracy
Spain,1982-01-01,37983,16618,0.010827250608272498,0.026958221376495096,0.0014134823633999891,Current Democracy
Spain,1983-01-01,38184,16846,0.01372006258274161,0.020524700350654335,0.008691325486758291,Current Democracy
Spain,1984-01-01,38363,16928,0.004867624361866385,0.014562661043921576,0.009388878162505523,Current Democracy
Spain,1985-01-01,38535,17381,0.026760396975425316,0.015362592131831143,0.021036296700817816,Current Democracy
Spain,1986-01-01,38708,18028,0.03722455554916282,0.015669792881952683,0.0335589283940827,Current Democracy
Spain,1987-01-01,38881,19248,0.06767250942977587,0.020228923641028185,0.0578175225790242,Current Democracy
Spain,1988-01-01,39054,20436,0.061720698254364104,0.024665058342288215,0.06944034173657021,Current Democracy
Spain,1989-01-01,39215,21722,0.062928165981601,0.030160764465918477,0.07512476102892722,Current Democracy
Spain,1990-01-01,39351,22735,0.04663474818156699,0.03242710595897941,0.0663909773862157,Current Democracy
Spain,1991-01-01,39451,23425,0.030349681108423177,0.036270569303319976,0.048264833942619594,Current Democracy
Spain,1992-01-01,39645,23671,0.010501600853788595,0.03623800432787159,0.023145808993425394,Current Democracy
Spain,1993-01-01,39851,23166,-0.021334121921338323,0.032732585877463596,-0.01135964130714092,Current Democracy
Spain,1994-01-01,40041,23690,0.02261935595268927,0.03450775903654588,-0.007801928627856974,Current Democracy
Spain,1995-01-01,40218,24465,0.03271422541156599,0.03510314188015995,0.005002266708983499,Current Democracy
Spain,1996-01-01,40386,25017,0.022562844880441357,0.0336369708132878,0.012348017895239573,Current Democracy
Spain,1997-01-01,40556,25856,0.03353719470759886,0.0302234393410701,0.02617516862900869,Current Democracy
Spain,1998-01-01,40724,26949,0.04227258663366329,0.02827862817900002,0.04129140384722946,Current Democracy
Spain,1999-01-01,40889,28127,0.0437121971130654,0.02635703129214646,0.05096395023595336,Current Democracy
Spain,2000-01-01,41072,29481,0.04813879901873652,0.026507436375863412,0.05695503451832451,Current Democracy
Spain,2001-01-01,41359,30501,0.03459855500152642,0.026932323765173738,0.05000626023787621,Current Democracy
Spain,2002-01-01,41947,30902,0.01314710993082202,0.02719687467287708,0.03050508645481404,Current Democracy
Spain,2003-01-01,42712,31315,0.013364830755290935,0.030666769940540007,0.016151731574507472,Current Democracy
Spain,2004-01-01,43456,31823,0.016222257703975673,0.030027060115668646,0.008978315217128927,Current Democracy
Spain,2005-01-01,44196,32406,0.018320082958866335,0.028587645870398682,0.007720319163560035,Current Democracy
Spain,2006-01-01,44950,33211,0.024841078812565476,0.028815469263611095,0.013236742201854682,Current Democracy
Spain,2007-01-01,45789,33801,0.017765198277678973,0.027238269620619104,0.015095502044089383,Current Democracy
Spain,2008-01-01,46526,33643,-0.004674417916629703,0.022543569165589805,0.004842008265133883,Current Democracy
Spain,2009-01-01,46940,32181,-0.04345629105608895,0.013826720348674371,-0.023109103386124402,Current Democracy
Spain,2010-01-01,47156,32042,-0.0043193188527391735,0.0085809085615268,-0.019611742944178414,Current Democracy
Spain,2011-01-01,47324,31600,-0.013794394856750491,0.00374161357569911,-0.02082322322015088,Current Democracy
Spain,2012-01-01,47355,30699,-0.028512658227848098,-4.2436324016790203e-4,-0.028376991665610855,Current Democracy
Spain,2013-01-01,47200,30280,-0.013648653050587933,-0.003125711620755789,-0.02368641300238697,Current Democracy
Spain,2014-01-01,47059,30819,0.01780052840158519,-0.002967884550994837,-0.0012014924950380975,Current Democracy
Spain,2015-01-01,47025,31847,0.033356046594633204,-0.0014642881874181502,0.023811668946009914,Current Democracy
Spain,2016-01-01,47024,30110,-0.05454202907652217,-0.009402598976326915,-0.00877243202257458,Unclassified
