Country,ppratio
Spain,289.46124184471347
Argentina,7.427782870835667
Austria,64.49939367533393
Belgium,69.21025749227157
Brazil,29.474088689236694
Canada,0.32689499917400294
Colombia,5.306874928352678
Costa Rica,6.08256845485726
Cyprus,8.10694667384698
Denmark,21.014671986314184
Ecuador,353.8646044716059
El Salvador,249.74128175496077
Finland,2.276876824115407
France,740.553822598461
Germany,2.2884869915648034
Guatemala,86.18893923539997
Honduras,39.03651833727568
Iceland,8.382676496750797
Ireland,6.717955828011884
Italy,592.7615483210291
Luxembourg,24.642753274472984
Netherlands,37.515804194617246
Nicaragua,8.024803588188684
Norway,5.090228851476996
Panama,361.29742536730146
Peru,364.9926501609545
Portugal,1270.0393657890015
Sweden,65.26840614992012
Switzerland,2.6737585607264402
Trinidad and Tobago,7.031571866780221
United Kingdom,700.9708386114311
Uruguay,72.6064606763719
