Country,Weight
Austria,0.21540201510768794
Colombia,0.2073607166864974
Trinidad and Tobago,0.1777767661546711
Nicaragua,0.16447933598979017
Costa Rica,0.15942540028669427
Argentina,0.06215272496467771
Germany,0.01340304080998146
