Country,ppratio
Spain,7.252868606328515
Argentina,9.390260456527104
Austria,977.2458288191925
Belgium,49.00073959929166
Brazil,427.8224330765649
Canada,5.580026474968519
Chile,70.31409862375175
Colombia,3.9023299894660113
Costa Rica,48.6089802512996
Cyprus,26.53117994854026
Denmark,32.157076050755535
Ecuador,7.283518676487009
El Salvador,1.6198749832160422
Finland,151.9997569250705
France,68.67980434921155
Germany,114.87158497275094
Guatemala,3.0588288079299892
Honduras,1.4765007875459275
Iceland,10.067266452477325
Ireland,61.7215137016648
Italy,44.536208349478436
Luxembourg,23.33463430682495
Netherlands,1.6534798985094759
Nicaragua,181.57644279916406
Norway,503.695126050859
Panama,209.73485553202838
Peru,20.297178891576333
Portugal,8.167937555743434
Sweden,292.18862832416283
Switzerland,0.6466867121570112
Trinidad and Tobago,48.85931586571693
United Kingdom,64.68418906533941
Uruguay,1.9016034235790786
