Predictor,Spain,Synthetic Spain,Sample,diff_synth,diff_sample,improvement_pct
pop.mean.1960.1969,31.9464,16.2315,15.1321,15.7149,16.8142,6.5383
hc.mean.1960.1969,1.9916,1.9938,2.0437,-0.0023,-0.0521,95.5996
csh_c.mean.1960.1969,0.7084,0.7084,0.6625,0,0.0459,99.9992
csh_i.mean.1960.1969,0.2163,0.2162,0.2454,0,-0.0292,99.875
csh_g.mean.1960.1969,0.1007,0.1375,0.1323,-0.0368,-0.0315,-16.6059
csh_x.mean.1960.1969,0.0326,0.0693,0.1621,-0.0367,-0.1295,71.6522
csh_m.mean.1960.1969,-0.0796,-0.0849,-0.2066,0.0052,0.127,95.8659
rknacapita.mean.1960.1969,52563.6553,52489.1533,58543.1373,74.502,-5979.482,98.754
