Predictor,Spain,Synthetic Spain,Sample,diff_synth,diff_sample,improvement_pct
pop.mean.1960.1969,31.9464,21.659,15.975,10.2874,15.9713,35.5883
hc.mean.1960.1969,1.9916,1.9915,2.0317,1e-4,-0.0402,99.7441
csh_c.mean.1960.1969,0.7084,0.7107,0.667,-0.0023,0.0414,94.45
csh_i.mean.1960.1969,0.2163,0.2353,0.2439,-0.019,-0.0276,31.0477
csh_g.mean.1960.1969,0.1007,0.1007,0.1297,-0,-0.029,100
csh_x.mean.1960.1969,0.0326,0.0586,0.1581,-0.026,-0.1255,79.266
csh_m.mean.1960.1969,-0.0796,-0.0775,-0.2017,-0.0021,0.1221,98.2417
rknacapita.mean.1960.1969,52563.6553,52563.5482,57585.4199,0.1071,-5021.7646,99.9979
