Country,ppratio
Spain,4.972750904593838
Argentina,23.85594854958039
Austria,990.402082030452
Belgium,255.09253546147465
Brazil,441.2271267463219
Canada,3.092683351268908
Chile,487.7418062235995
Colombia,46.961489829854266
Costa Rica,16.417498734891304
Cyprus,51.60239124479001
Denmark,43.70989019833753
Ecuador,39.52897636152691
El Salvador,54.89346265174952
Finland,164.64246561592424
France,87.46570111458095
Germany,47.71059594299811
Guatemala,50.68304878396076
Honduras,5.000060980220718
Iceland,13.753051379786326
Ireland,26.53498222567332
Italy,33.40473307303082
Luxembourg,45.09911680914653
Mexico,24.244124475920188
Netherlands,30.448362874495153
Nicaragua,110.77320759526869
Norway,501.50897650510313
Panama,144.15358638191373
Peru,16.904007371102725
Portugal,13.620189057641763
Sweden,94.06770360103624
Switzerland,0.6466867121570112
Trinidad and Tobago,91.8643746987839
United Kingdom,6.766004238159944
Uruguay,1.7973805251918522
