Country,p_value_less
1,0.916666666666667
2,0.979166666666667
3,1
4,1
5,1
6,1
7,1
8,0.979166666666667
9,0.979166666666667
10,0.979166666666667
11,0.958333333333333
12,0.979166666666667
13,0.979166666666667
14,0.979166666666667
15,0.979166666666667
16,0.979166666666667
