Predictor,Spain,Synthetic Spain,Sample,diff_synth,diff_sample,improvement_pct
pop.mean.1950.1959,29.1444,10.4126,17.2521,18.7319,11.8923,-57.512
hc.mean.1950.1959,1.884,1.6499,2.2518,0.2341,-0.3677,36.3366
gdpcap.mean.1950.1959,7622.1257,7624.4265,14921.8832,-2.3009,-7299.7575,99.9685
csh_c.mean.1950.1959,0.7563,0.7548,0.6218,0.0014,0.1345,98.934
csh_i.mean.1950.1959,0.1679,0.1679,0.2604,-0,-0.0925,99.9998
csh_g.mean.1950.1959,0.093,0.1119,0.1371,-0.0188,-0.0441,57.264
csh_x.mean.1950.1959,0.0168,0.085,0.1797,-0.0682,-0.1629,58.1576
csh_m.mean.1950.1959,-0.039,-0.1362,-0.2264,0.0973,0.1874,48.0956
rknacapita.mean.1950.1959,30923.1198,32281.9793,61128.0299,-1358.8594,-30204.9101,95.5012
