Country,p_value_less
1,1
2,1
3,1
4,1
5,0.970588235294118
6,0.970588235294118
7,0.970588235294118
8,0.970588235294118
9,0.941176470588235
10,0.941176470588235
11,0.911764705882353
12,0.852941176470588
13,0.794117647058823
14,0.794117647058823
15,0.794117647058823
16,0.794117647058823
