Predictor,Spain,Synthetic Spain,Sample,diff_synth,diff_sample,improvement_pct
pop.mean.1960.1969,31.9464,30.3832,15.975,1.5632,15.9713,90.2125
gdpcap.mean.1960.1969,13769.0664,10695.1187,14398.7711,3073.9477,-629.7047,-388.157
hc.mean.1960.1969,1.9916,1.8535,2.0317,0.138,-0.0402,-243.7075
csh_c.mean.1960.1969,0.7084,0.6066,0.667,0.1018,0.0414,-145.6309
csh_i.mean.1960.1969,0.2163,0.3225,0.2439,-0.1062,-0.0276,-284.6431
csh_g.mean.1960.1969,0.1007,0.1007,0.1297,1e-4,-0.029,99.8083
csh_x.mean.1960.1969,0.0326,0.0485,0.1581,-0.0159,-0.1255,87.3221
csh_m.mean.1960.1969,-0.0796,-0.0646,-0.2017,-0.015,0.1221,87.6749
rknacapita.mean.1960.1969,52563.6553,52509.0489,57585.4199,54.6064,-5021.7646,98.9126
