Predictor,Spain,Synthetic Spain,Sample,diff_synth,diff_sample,improvement_pct
pop.mean.1970.1979,35.5457,40.3746,17.9744,-4.8289,17.5713,72.5183
hc.mean.1970.1979,2.1213,2.1305,2.1965,-0.0092,-0.0752,87.8149
csh_c.mean.1970.1979,0.6826,0.6285,0.6426,0.0541,0.0399,-35.4667
csh_i.mean.1970.1979,0.2476,0.2513,0.2452,-0.0037,0.0024,-49.9204
csh_g.mean.1970.1979,0.1037,0.1111,0.1575,-0.0074,-0.0538,86.2279
csh_x.mean.1970.1979,0.054,0.1029,0.1927,-0.0489,-0.1387,64.7316
csh_m.mean.1970.1979,-0.1181,-0.1181,-0.2472,0,0.1291,100
rknacapita.mean.1970.1979,95990.2098,95990.1795,84058.7016,0.0303,11931.5082,99.9997
