Country,p_value_less
1,0.696969696969697
2,0.727272727272727
3,0.848484848484849
4,0.939393939393939
5,0.96969696969697
6,0.939393939393939
7,0.909090909090909
8,0.909090909090909
9,0.818181818181818
10,0.636363636363636
11,0.545454545454545
12,0.484848484848485
13,0.545454545454545
14,0.636363636363636
15,0.636363636363636
16,0.636363636363636
