Country,ppratio
Spain,11.319107580960317
Albania,5304.581852477298
Argentina,817.8041126420935
Austria,16.104948562690353
Belgium,195.11705430851595
Brazil,1.874871740105149
Canada,2.783592218115992
Chile,2.2946022089772318
Colombia,193.88381632083258
Costa Rica,555.987462522564
Cyprus,0.1491811793573215
Denmark,569.8667609896412
Ecuador,305.57132149041286
El Salvador,2.953275751215358
Finland,41.602242551204796
France,6032.049983559753
Germany,253.4509809040652
Guatemala,830.1160204423702
Honduras,8.55924145381023
Iceland,4.0705578994889295
Ireland,298.43568456133676
Italy,51.36350238180645
Luxembourg,44.45486428585738
Mexico,107.35044829067613
Netherlands,105.81955220586306
Nicaragua,84.5163807499361
Norway,2.6621792555712154
Panama,1.0772049166656208
Peru,12.312926352557456
Portugal,326.96994511819565
Sweden,30.66164082142821
Switzerland,47.72134150310916
Trinidad and Tobago,1.4187054410827609
United Kingdom,16677.636354056045
Uruguay,72.16038847694742
