country,reason
Serbia,No data in pre for csh_m
Serbia,No data in pre for rknacapita
Seychelles,No data in pre for pop
Seychelles,No data in pre for gdpcap
Seychelles,No data in pre for hc
Seychelles,No data in pre for csh_c
Seychelles,No data in pre for csh_i
Seychelles,No data in pre for csh_g
Seychelles,No data in pre for csh_x
Seychelles,No data in pre for csh_m
Seychelles,No data in pre for rknacapita
Sierra Leone,No data in pre for pop
Sierra Leone,No data in pre for gdpcap
Sierra Leone,No data in pre for hc
Sierra Leone,No data in pre for csh_c
Sierra Leone,No data in pre for csh_i
Sierra Leone,No data in pre for csh_g
Sierra Leone,No data in pre for csh_x
Sierra Leone,No data in pre for csh_m
Sierra Leone,No data in pre for rknacapita
Singapore,No data in pre for pop
Singapore,No data in pre for gdpcap
Singapore,No data in pre for hc
Singapore,No data in pre for csh_c
Singapore,No data in pre for csh_i
Singapore,No data in pre for csh_g
Singapore,No data in pre for csh_x
Singapore,No data in pre for csh_m
Singapore,No data in pre for rknacapita
Sint Maarten (Dutch part),No data in pre for pop
Sint Maarten (Dutch part),No data in pre for gdpcap
Sint Maarten (Dutch part),No data in pre for hc
Sint Maarten (Dutch part),No data in pre for csh_c
Sint Maarten (Dutch part),No data in pre for csh_i
Sint Maarten (Dutch part),No data in pre for csh_g
Sint Maarten (Dutch part),No data in pre for csh_x
Sint Maarten (Dutch part),No data in pre for csh_m
Sint Maarten (Dutch part),No data in pre for rknacapita
Slovakia,No data in pre for pop
Slovakia,No data in pre for gdpcap
Slovakia,No data in pre for hc
Slovakia,No data in pre for csh_c
Slovakia,No data in pre for csh_i
Slovakia,No data in pre for csh_g
Slovakia,No data in pre for csh_x
Slovakia,No data in pre for csh_m
Slovakia,No data in pre for rknacapita
Slovenia,No data in pre for pop
Slovenia,No data in pre for gdpcap
Slovenia,No data in pre for hc
Slovenia,No data in pre for csh_c
Slovenia,No data in pre for csh_i
Slovenia,No data in pre for csh_g
Slovenia,No data in pre for csh_x
Slovenia,No data in pre for csh_m
Slovenia,No data in pre for rknacapita
St. Vincent & Grenadines,No data in pre for pop
St. Vincent & Grenadines,No data in pre for gdpcap
St. Vincent & Grenadines,No data in pre for hc
St. Vincent & Grenadines,No data in pre for csh_c
St. Vincent & Grenadines,No data in pre for csh_i
St. Vincent & Grenadines,No data in pre for csh_g
St. Vincent & Grenadines,No data in pre for csh_x
St. Vincent & Grenadines,No data in pre for csh_m
St. Vincent & Grenadines,No data in pre for rknacapita
State of Palestine,No data in pre for pop
State of Palestine,No data in pre for gdpcap
State of Palestine,No data in pre for hc
State of Palestine,No data in pre for csh_c
State of Palestine,No data in pre for csh_i
State of Palestine,No data in pre for csh_g
State of Palestine,No data in pre for csh_x
State of Palestine,No data in pre for csh_m
State of Palestine,No data in pre for rknacapita
Sudan,No data in pre for pop
Sudan,No data in pre for gdpcap
Sudan,No data in pre for hc
Sudan,No data in pre for csh_c
Sudan,No data in pre for csh_i
Sudan,No data in pre for csh_g
Sudan,No data in pre for csh_x
Sudan,No data in pre for csh_m
Sudan,No data in pre for rknacapita
Suriname,No data in pre for pop
Suriname,No data in pre for gdpcap
Suriname,No data in pre for hc
Suriname,No data in pre for csh_c
Suriname,No data in pre for csh_i
Suriname,No data in pre for csh_g
Suriname,No data in pre for csh_x
Suriname,No data in pre for csh_m
Suriname,No data in pre for rknacapita
Syrian Arab Republic,No data in pre for pop
Syrian Arab Republic,No data in pre for gdpcap
Syrian Arab Republic,No data in pre for hc
Syrian Arab Republic,No data in pre for csh_c
Syrian Arab Republic,No data in pre for csh_i
Syrian Arab Republic,No data in pre for csh_g
Syrian Arab Republic,No data in pre for csh_x
Syrian Arab Republic,No data in pre for csh_m
Syrian Arab Republic,No data in pre for rknacapita
Tajikistan,No data in pre for pop
Tajikistan,No data in pre for gdpcap
Tajikistan,No data in pre for hc
Tajikistan,No data in pre for csh_c
Tajikistan,No data in pre for csh_i
Tajikistan,No data in pre for csh_g
Tajikistan,No data in pre for csh_x
Tajikistan,No data in pre for csh_m
Tajikistan,No data in pre for rknacapita
Togo,No data in pre for pop
Togo,No data in pre for gdpcap
Togo,No data in pre for hc
Togo,No data in pre for csh_c
Togo,No data in pre for csh_i
Togo,No data in pre for csh_g
Togo,No data in pre for csh_x
Togo,No data in pre for csh_m
Togo,No data in pre for rknacapita
Tunisia,No data in pre for pop
Tunisia,No data in pre for gdpcap
Tunisia,No data in pre for hc
Tunisia,No data in pre for csh_c
Tunisia,No data in pre for csh_i
Tunisia,No data in pre for csh_g
Tunisia,No data in pre for csh_x
Tunisia,No data in pre for csh_m
Tunisia,No data in pre for rknacapita
Turkmenistan,No data in pre for pop
Turkmenistan,No data in pre for gdpcap
Turkmenistan,No data in pre for hc
Turkmenistan,No data in pre for csh_c
Turkmenistan,No data in pre for csh_i
Turkmenistan,No data in pre for csh_g
Turkmenistan,No data in pre for csh_x
Turkmenistan,No data in pre for csh_m
Turkmenistan,No data in pre for rknacapita
Turks and Caicos Islands,No data in pre for pop
Turks and Caicos Islands,No data in pre for gdpcap
Turks and Caicos Islands,No data in pre for hc
Turks and Caicos Islands,No data in pre for csh_c
Turks and Caicos Islands,No data in pre for csh_i
Turks and Caicos Islands,No data in pre for csh_g
Turks and Caicos Islands,No data in pre for csh_x
Turks and Caicos Islands,No data in pre for csh_m
Turks and Caicos Islands,No data in pre for rknacapita
U.R. of Tanzania: Mainland,No data in pre for pop
U.R. of Tanzania: Mainland,No data in pre for gdpcap
U.R. of Tanzania: Mainland,No data in pre for hc
U.R. of Tanzania: Mainland,No data in pre for csh_c
U.R. of Tanzania: Mainland,No data in pre for csh_i
U.R. of Tanzania: Mainland,No data in pre for csh_g
U.R. of Tanzania: Mainland,No data in pre for csh_x
U.R. of Tanzania: Mainland,No data in pre for csh_m
U.R. of Tanzania: Mainland,No data in pre for rknacapita
Ukraine,No data in pre for pop
Ukraine,No data in pre for gdpcap
Ukraine,No data in pre for hc
Ukraine,No data in pre for csh_c
Ukraine,No data in pre for csh_i
Ukraine,No data in pre for csh_g
Ukraine,No data in pre for csh_x
Ukraine,No data in pre for csh_m
Ukraine,No data in pre for rknacapita
United Arab Emirates,No data in pre for pop
United Arab Emirates,No data in pre for gdpcap
United Arab Emirates,No data in pre for hc
United Arab Emirates,No data in pre for csh_c
United Arab Emirates,No data in pre for csh_i
United Arab Emirates,No data in pre for csh_g
United Arab Emirates,No data in pre for csh_x
United Arab Emirates,No data in pre for csh_m
United Arab Emirates,No data in pre for rknacapita
Uzbekistan,No data in pre for pop
Uzbekistan,No data in pre for gdpcap
Uzbekistan,No data in pre for hc
Uzbekistan,No data in pre for csh_c
Uzbekistan,No data in pre for csh_i
Uzbekistan,No data in pre for csh_g
Uzbekistan,No data in pre for csh_x
Uzbekistan,No data in pre for csh_m
Uzbekistan,No data in pre for rknacapita
Viet Nam,No data in pre for pop
Viet Nam,No data in pre for gdpcap
Viet Nam,No data in pre for hc
Viet Nam,No data in pre for csh_c
Viet Nam,No data in pre for csh_i
Viet Nam,No data in pre for csh_g
Viet Nam,No data in pre for csh_x
Viet Nam,No data in pre for csh_m
Viet Nam,No data in pre for rknacapita
Yemen,No data in pre for pop
Yemen,No data in pre for gdpcap
Yemen,No data in pre for hc
Yemen,No data in pre for csh_c
Yemen,No data in pre for csh_i
Yemen,No data in pre for csh_g
Yemen,No data in pre for csh_x
Yemen,No data in pre for csh_m
Yemen,No data in pre for rknacapita
