Country,ppratio
Spain,13.747446547065625
Albania,64.3134336020614
Argentina,160.79525326711925
Austria,7.381552731324035
Belgium,403.2016894116654
Brazil,1.0019523630719485
Canada,416.8685366791445
Chile,1.6752849888873618
Colombia,326.0670415318202
Costa Rica,230.72015647807356
Cyprus,110.94139701709057
Denmark,5.491269873626422
Ecuador,0.863076367393555
El Salvador,82.86363920320592
Finland,35.9730548521146
France,513.8483830477859
Germany,100.02407141862236
Guatemala,238.82245359754208
Honduras,1.2535265815732166
Iceland,169.07938234301662
Ireland,487.2925931381271
Italy,20.633311030163306
Luxembourg,402.7572959743797
Mexico,27.00001920635963
Netherlands,8.246720999617963
Nicaragua,12.587228889225148
Norway,3.325602036724762
Panama,104.61169187729709
Peru,6.952768298582415
Portugal,197.15938288948612
Sweden,5.0782005513371
Switzerland,0.12232993299322581
Trinidad and Tobago,655.786138643998
United Kingdom,21.371150543823255
Uruguay,134.37323564552713
