Predictor,Spain,Synthetic Spain,Sample,diff_synth,diff_sample,improvement_pct
pop.mean.1970.1979,35.5457,35.5457,16.8917,-0,18.654,99.9999
hc.mean.1970.1979,2.1213,2.1213,2.1892,-0,-0.0679,99.9961
csh_c.mean.1970.1979,0.6826,0.5678,0.6455,0.1148,0.0371,-209.7141
csh_i.mean.1970.1979,0.2476,0.2896,0.2438,-0.042,0.0038,-1001.1002
csh_g.mean.1970.1979,0.1037,0.1464,0.1572,-0.0427,-0.0535,20.1188
csh_x.mean.1970.1979,0.054,0.1097,0.1942,-0.0557,-0.1402,60.2655
csh_m.mean.1970.1979,-0.1181,-0.1194,-0.2495,0.0014,0.1315,98.954
rknacapita.mean.1970.1979,95990.2098,95985.6176,82231.1396,4.5921,13759.0702,99.9666
