Country,p_value_less
1,0.0740740740740741
2,0.0740740740740741
3,0.0740740740740741
4,0.0740740740740741
5,0.148148148148148
6,0.148148148148148
7,0.148148148148148
8,0.185185185185185
9,0.407407407407407
10,0.555555555555556
11,0.555555555555556
12,0.62962962962963
13,0.592592592592593
14,0.62962962962963
15,0.62962962962963
16,0.666666666666667
