Predictor,Spain,Synthetic Spain,Sample,diff_synth,diff_sample,improvement_pct
pop.mean.1950.1959,29.1444,9.4075,13.8466,19.7369,15.2978,-29.0178
hc.mean.1950.1959,1.884,1.7599,1.9184,0.1241,-0.0343,-261.4258
csh_c.mean.1950.1959,0.7563,0.6516,0.6811,0.1046,0.0752,-39.1965
csh_i.mean.1950.1959,0.1679,0.2512,0.2337,-0.0833,-0.0658,-26.5281
csh_g.mean.1950.1959,0.093,0.0905,0.1196,0.0025,-0.0265,90.5972
csh_x.mean.1950.1959,0.0168,0.055,0.1478,-0.0382,-0.131,70.8789
csh_m.mean.1950.1959,-0.039,-0.0691,-0.185,0.0302,0.146,79.3422
rknacapita.mean.1950.1959,30923.1198,30038.8453,41002.177,884.2746,-10079.0571,91.2266
