Country,p_value_less
1,0.555555555555556
2,1
3,0.888888888888889
4,1
5,0.888888888888889
6,0.444444444444444
7,0.555555555555556
8,0.888888888888889
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
