Country,p_value_less
1,0.117647058823529
2,0.235294117647059
3,0.529411764705882
4,0.705882352941177
5,0.764705882352941
6,0.823529411764706
7,0.882352941176471
8,0.882352941176471
9,0.882352941176471
10,0.882352941176471
11,0.882352941176471
12,0.882352941176471
13,0.882352941176471
14,0.823529411764706
15,0.823529411764706
16,0.823529411764706
