Country,ppratio
Spain,3661.863848027916
Argentina,28.543484805332188
Austria,1954.588351121167
Belgium,0.9823592670537972
Brazil,263.99521957339937
Canada,1099.0356310355814
Colombia,67.02826160009423
Costa Rica,2.667299377291336
Cyprus,233.30725273208466
Denmark,23.5328621298686
Ecuador,8928.370009051949
El Salvador,172.97953376553525
Finland,196.63273003231046
France,2432.800475261178
Germany,49.65448405630531
Guatemala,327.96719000967653
Honduras,9.033335413150327
Iceland,247.373172666346
Ireland,234.1339690090085
Italy,94.96877316393294
Luxembourg,2.0045758550242985
Mexico,194.47662869394307
Netherlands,695.6900126107319
Nicaragua,93.49037360893507
Norway,470.7648599862373
Panama,12.450119113738793
Peru,1455.9210049362139
Portugal,7541.895845706386
Sweden,905.8321676073275
Switzerland,0.15421462425623028
Trinidad and Tobago,205.94611950132725
United Kingdom,217.71630895775547
Uruguay,13.329686993081518
