Predictor,Spain,Synthetic Spain,Sample
pop.mean.1950.1959,29.1444403770009,29.144423279698078,13.846592857014354
hc.mean.1950.1959,1.884019768238068,1.6644568722953763,1.9183525763452056
gdpcap.mean.1950.1959,7622.125670261177,7624.333169070747,10720.818213526107
csh_c.mean.1950.1959,0.756268322467804,0.7562689681375231,0.6811028445139528
csh_i.mean.1950.1959,0.1679174736142157,0.2036346460554962,0.23371361907338725
csh_g.mean.1950.1959,0.09303449541330337,0.059246880835977,0.1195552422082983
csh_x.mean.1950.1959,0.01680372403934599,0.05929920853905246,0.1478260152798612
csh_m.mean.1950.1959,-0.038973550125956546,-0.07161482301446076,-0.18502162615186535
rknacapita.mean.1950.1959,30923.11982556735,19673.261707453974,41002.176952874346
