Country,Weight
Mexico,0.4246240013626879
Austria,0.14403490079926567
Iceland,0.13847474027057297
Portugal,0.10546243760914374
Argentina,0.0885348445649089
Switzerland,0.06864947970331915
Luxembourg,0.030219595690101693
