Predictor,Spain,Synthetic Spain,Sample,diff_synth,diff_sample,improvement_pct
pop.mean.1960.1969,31.9464,32.4341,18.6249,-0.4877,13.3214,96.3391
hc.mean.1960.1969,1.9916,1.7777,2.3711,0.2139,-0.3795,43.6422
gdpcap.mean.1960.1969,13769.0664,13765.7146,21039.3051,3.3518,-7270.2388,99.9539
csh_c.mean.1960.1969,0.7084,0.6396,0.5987,0.0688,0.1097,37.3287
csh_i.mean.1960.1969,0.2163,0.2516,0.2952,-0.0353,-0.079,55.2923
csh_g.mean.1960.1969,0.1007,0.1342,0.1452,-0.0335,-0.0445,24.6266
csh_x.mean.1960.1969,0.0326,0.0939,0.2096,-0.0613,-0.177,65.3885
csh_m.mean.1960.1969,-0.0796,-0.1389,-0.2755,0.0593,0.1959,69.7529
rknacapita.mean.1960.1969,52563.6553,65271.3751,89571.0791,-12707.7199,-37007.4239,65.6617
