Country,p_value_less
1,0.0606060606060606
2,0.121212121212121
3,0.424242424242424
4,0.363636363636364
5,0.424242424242424
6,0.484848484848485
7,0.484848484848485
8,0.454545454545455
9,0.333333333333333
10,0.484848484848485
11,0.575757575757576
12,0.424242424242424
13,0.545454545454545
14,0.606060606060606
15,0.666666666666667
16,0.727272727272727
