Predictor,Spain,Synthetic Spain,Sample,diff_synth,diff_sample,improvement_pct
pop.mean.1960.1969,31.9464,31.9455,17.6791,8e-4,14.2673,99.9942
hc.mean.1960.1969,1.9916,1.8084,2.3625,0.1831,-0.3709,50.624
gdpcap.mean.1960.1969,13769.0664,13797.8362,20201.9458,-28.7698,-6432.8795,99.5528
csh_c.mean.1960.1969,0.7084,0.6356,0.5928,0.0728,0.1155,37.0295
csh_i.mean.1960.1969,0.2163,0.2548,0.3054,-0.0386,-0.0892,56.7482
csh_g.mean.1960.1969,0.1007,0.1324,0.143,-0.0317,-0.0422,25.0081
csh_x.mean.1960.1969,0.0326,0.0927,0.2034,-0.0601,-0.1708,64.8161
csh_m.mean.1960.1969,-0.0796,-0.1348,-0.2664,0.0552,0.1868,70.4328
rknacapita.mean.1960.1969,52563.6553,68706.6657,86983.5374,-16143.0104,-34419.8821,53.0998
