Country,Weight
Colombia,0.23627374349259211
Austria,0.22901137303247157
Trinidad and Tobago,0.21811769635188313
Costa Rica,0.14170300056508195
Nicaragua,0.11842545147204472
Argentina,0.056468735085926515
