Country,p_value_less
1,0.391304347826087
2,0.130434782608696
3,0.521739130434783
4,0.565217391304348
5,0.652173913043478
6,0.478260869565217
7,0.826086956521739
8,0.869565217391304
9,0.869565217391304
10,0.91304347826087
11,0.869565217391304
12,0.91304347826087
13,0.91304347826087
14,0.695652173913043
15,0.608695652173913
16,0.869565217391304
