Predictor,Spain,Synthetic Spain,Sample,diff_synth,diff_sample,improvement_pct
pop.mean.1970.1979,35.5457,47.1089,17.9744,-11.5632,17.5713,34.1928
gdpcap.mean.1970.1979,21683.3059,19525.951,19446.2494,2157.3549,2237.0564,3.5628
hc.mean.1970.1979,2.1213,2.0409,2.1965,0.0805,-0.0752,-6.9984
csh_c.mean.1970.1979,0.6826,0.7166,0.6426,-0.0341,0.0399,14.6773
csh_i.mean.1970.1979,0.2476,0.2469,0.2452,7e-4,0.0024,70.13
csh_g.mean.1970.1979,0.1037,0.069,0.1575,0.0347,-0.0538,35.4036
csh_x.mean.1970.1979,0.054,0.0588,0.1927,-0.0048,-0.1387,96.5691
csh_m.mean.1970.1979,-0.1181,-0.0845,-0.2472,-0.0336,0.1291,73.9661
rknacapita.mean.1970.1979,95990.2098,66221.8829,84058.7016,29768.3269,11931.5082,-149.4934
