Country,ppratio
Spain,30.956603638794757
Albania,642.1073344757223
Argentina,7.371988551944324
Austria,144.87846271745923
Belgium,24.556413230828877
Brazil,3.0339818234064477
Canada,0.4123273838500126
Chile,1.0723474736890182
Colombia,14.152876758399112
Costa Rica,10.042486919257295
Cyprus,0.2373959951524731
Denmark,3.0055347012269387
Ecuador,0.19182704625680838
El Salvador,3.876232885067649
Finland,0.9417711842398321
France,16.066782247251208
Germany,3.4906652312720574
Guatemala,5.149873632445125
Honduras,6.7449760412772894
Iceland,0.9398646934619067
Ireland,2.2659377413545068
Italy,3.7111979827426222
Luxembourg,44.95396393825206
Mexico,27.515460958966326
Netherlands,0.7818549021463318
Nicaragua,0.9285438176479934
Norway,0.6419203745376001
Panama,5.997570427628429
Peru,2.140894615508576
Portugal,12.06421918931488
Sweden,1.9890968805401492
Switzerland,15.13980289732195
Trinidad and Tobago,4.92607992938304
United Kingdom,17.20759198557782
Uruguay,1.3671361894618688
