Predictor,Spain,Synthetic Spain,Sample,diff_synth,diff_sample,improvement_pct
pop.mean.1950.1959,29.1444,29.1442,13.8466,2e-4,15.2978,99.9985
gdpcap.mean.1950.1959,7622.1257,7636.4721,10720.8182,-14.3464,-3098.6925,99.537
hc.mean.1950.1959,1.884,1.6666,1.9184,0.2175,-0.0343,-533.3752
csh_c.mean.1950.1959,0.7563,0.7563,0.6811,-0,0.0752,99.9997
csh_i.mean.1950.1959,0.1679,0.2036,0.2337,-0.0357,-0.0658,45.7547
csh_g.mean.1950.1959,0.093,0.0595,0.1196,0.0336,-0.0265,-26.6175
csh_x.mean.1950.1959,0.0168,0.0593,0.1478,-0.0425,-0.131,67.5482
csh_m.mean.1950.1959,-0.039,-0.0717,-0.185,0.0327,0.146,77.5958
rknacapita.mean.1950.1959,30923.1198,19743.3695,41002.177,11179.7503,-10079.0571,-10.9206
