Predictor,Spain,Synthetic Spain,Sample,diff_synth,diff_sample,improvement_pct
pop.mean.1970.1979,35.5457,41.4521,17.9744,-5.9064,17.5713,66.3861
gdpcap.mean.1970.1979,21683.3059,21670.0921,19446.2494,13.2137,2237.0564,99.4093
hc.mean.1970.1979,2.1213,2.1213,2.1965,-0,-0.0752,99.9987
csh_c.mean.1970.1979,0.6826,0.6251,0.6426,0.0575,0.0399,-43.9799
csh_i.mean.1970.1979,0.2476,0.2481,0.2452,-5e-4,0.0024,79.506
csh_g.mean.1970.1979,0.1037,0.114,0.1575,-0.0102,-0.0538,80.9402
csh_x.mean.1970.1979,0.054,0.1063,0.1927,-0.0523,-0.1387,62.3081
csh_m.mean.1970.1979,-0.1181,-0.1189,-0.2472,8e-4,0.1291,99.3665
rknacapita.mean.1970.1979,95990.2098,95990.0562,84058.7016,0.1536,11931.5082,99.9987
