Country,Weight
Portugal,0.4065233291241235
France,0.19349181990754286
Argentina,0.10183114393747762
Costa Rica,0.0860721128774822
Trinidad and Tobago,0.08567588777872955
Colombia,0.07784213460633907
Nicaragua,0.04856357176830524
