Country,p_value_less
1,0.103448275862069
2,0.310344827586207
3,0.758620689655172
4,0.758620689655172
5,0.551724137931034
6,0.689655172413793
7,0.724137931034483
8,0.620689655172414
9,0.724137931034483
10,0.827586206896552
11,0.586206896551724
12,0.551724137931034
13,0.689655172413793
14,0.586206896551724
15,0.620689655172414
16,0.896551724137931
