Country,ppratio
Spain,5.172416244982259
Argentina,9.892896263425284
Austria,5.071770041704237
Belgium,3.495642249241939
Brazil,3.142491269577028
Canada,15.567934290149845
Colombia,8.0434257973565515
Costa Rica,2.8703256345657313
Cyprus,3.343684175617838
Denmark,10.520722124487929
Ecuador,3.867923261577619
El Salvador,0.8281870720857745
Finland,2.130452894364324
France,4.348156973826245
Germany,22.10642755926996
Guatemala,1.626211973590684
Honduras,1.316233174993032
Iceland,16.34490459976871
Ireland,8.606876646708628
Italy,9.083036743749641
Luxembourg,15.598810078128269
Netherlands,24.6997452465722
Nicaragua,7.3140238879735495
Norway,6.009520076481208
Panama,40.1672730577981
Peru,3.3681226095290264
Portugal,29.00844601226228
Sweden,8.24982996087582
Switzerland,8.742937802721004
Trinidad and Tobago,11.304970919683505
United Kingdom,6.024823664333237
Uruguay,5.355104096955197
