Country,p_value_less
1,0.105263157894737
2,0.368421052631579
3,0.894736842105263
4,0.947368421052632
5,0.947368421052632
6,0.947368421052632
7,1
8,1
9,1
10,0.947368421052632
11,1
12,0.947368421052632
13,0.947368421052632
14,0.947368421052632
15,0.947368421052632
16,0.947368421052632
17,0.947368421052632
