Predictor,Spain,Synthetic Spain,Sample,diff_synth,diff_sample,improvement_pct
pop.mean.1970.1979,35.5457,29.5014,16.8917,6.0443,18.654,67.5976
hc.mean.1970.1979,2.1213,2.1213,2.1892,0,-0.0679,100
gdpcap.mean.1970.1979,21683.3059,21683.3061,19231.2286,-3e-4,2452.0772,100
csh_c.mean.1970.1979,0.6826,0.6826,0.6455,0,0.0371,100
csh_i.mean.1970.1979,0.2476,0.2476,0.2438,-0,0.0038,99.9999
csh_g.mean.1970.1979,0.1037,0.1037,0.1572,0,-0.0535,100
csh_x.mean.1970.1979,0.054,0.1207,0.1942,-0.0667,-0.1402,52.4221
csh_m.mean.1970.1979,-0.1181,-0.1663,-0.2495,0.0483,0.1315,63.2985
rknacapita.mean.1970.1979,95990.2098,95990.2023,82231.1396,0.0075,13759.0702,99.9999
