Country,ppratio
Spain,1304.1340006047383
Argentina,57.13722988125234
Austria,402.3540462241012
Belgium,57.919074884533714
Brazil,62.41234787948563
Canada,63.51549554432792
Colombia,11.931536191731578
Costa Rica,5.184228156230267
Cyprus,47.81318173819274
Denmark,13.731221389064435
Ecuador,997.3450769839898
El Salvador,724.2953108498607
Finland,13.723470513507845
France,466.9657800853275
Germany,3.8380329718444677
Guatemala,33.829020728012075
Honduras,109.28479954469209
Iceland,85.07887358408695
Ireland,1.8435959173835526
Italy,264.62774165882973
Luxembourg,42.17791562326187
Mexico,59.043517222647814
Netherlands,113.61071362166727
Nicaragua,165.41442029259775
Norway,470.43263926910635
Panama,350.99989164739264
Peru,3673.884612229365
Portugal,944.486556238509
Sweden,345.94918746026104
Switzerland,2.4597309512746177
Trinidad and Tobago,39.30730001369038
United Kingdom,3724.7631113082166
Uruguay,51.6705273888609
