Country,Weight
Mexico,0.3727518580954526
Argentina,0.27712127591243596
Austria,0.13743095213567977
Italy,0.10690613370622497
United Kingdom,0.0604920545367007
Germany,0.03151496869276405
Brazil,0.013782756920741969
