Predictor,Spain,Synthetic Spain,Sample,diff_synth,diff_sample,improvement_pct
pop.mean.1950.1959,29.1444,10.3984,16.2357,18.746,12.9088,-45.2194
hc.mean.1950.1959,1.884,1.6503,2.2348,0.2337,-0.3508,33.3684
gdpcap.mean.1950.1959,7622.1257,7625.223,14432.2148,-3.0973,-6810.0891,99.9545
csh_c.mean.1950.1959,0.7563,0.7548,0.6109,0.0014,0.1454,99.0178
csh_i.mean.1950.1959,0.1679,0.1679,0.2776,-0,-0.1097,99.9997
csh_g.mean.1950.1959,0.093,0.1119,0.1376,-0.0189,-0.0446,57.6881
csh_x.mean.1950.1959,0.0168,0.085,0.1765,-0.0682,-0.1597,57.3149
csh_m.mean.1950.1959,-0.039,-0.1362,-0.2221,0.0973,0.1831,46.8889
rknacapita.mean.1950.1959,30923.1198,32261.7786,59995.4407,-1338.6588,-29072.3209,95.3954
