Country,ppratio
Spain,6.857171458847477
Argentina,38.82747534374381
Austria,1158.9282857355977
Belgium,329.73477251156436
Brazil,510.39678300489356
Canada,6.3038581355101755
Chile,503.4710928767811
Colombia,38.88503545166741
Costa Rica,34.0115268292923
Cyprus,113.99934538897568
Denmark,53.42091392864287
Ecuador,37.359141314137325
El Salvador,54.59582155295096
Finland,214.42374097952614
France,173.2909003518853
Germany,51.68437654296997
Guatemala,167.25468179519908
Honduras,5.699248746554912
Iceland,20.371439865257045
Ireland,12.889830360106318
Italy,43.04986477834982
Luxembourg,206.51619608753683
Mexico,33.34055677522759
Netherlands,56.66459750411086
Nicaragua,73.93465018710702
Norway,730.3038098188156
Panama,204.14614247075485
Peru,31.9487035039601
Portugal,15.204009046230244
Sweden,114.66938026564056
Switzerland,0.530652232269046
Trinidad and Tobago,127.79372495421266
United Kingdom,14.339151286214229
Uruguay,1.5225933075654572
