country,reason
Albania,Insufficient pre data for pop (0/10); Insufficient pre data for gdpcap (0/10); Insufficient pre data for hc (0/10); Insufficient pre data for csh_c (0/10); Insufficient pre data for csh_i (0/10); Insufficient pre data for csh_g (0/10); Insufficient pre data for csh_x (0/10); Insufficient pre data for csh_m (0/10); Insufficient pre data for rknacapita (0/10)
