Country,ppratio
Spain,13.148685551467166
Argentina,69.44622736256736
Austria,1772.3293228788962
Belgium,796.6885303410228
Brazil,421.96844621571864
Canada,5.633560006938992
Chile,397.1308803893273
Colombia,45.301227073516785
Costa Rica,88.74018311420386
Cyprus,232.4632293212301
Denmark,69.23036784641076
Ecuador,35.25659200591336
El Salvador,100.52175773093443
Finland,224.92540879610974
France,221.72248098677653
Germany,209.9135393929257
Guatemala,359.93613045858035
Honduras,6.921612318013315
Iceland,19.295232780049353
Ireland,95.83917953085188
Italy,59.224833287541614
Luxembourg,761.7395019811958
Mexico,26.978976554427938
Netherlands,72.64345155754926
Nicaragua,112.98666343576399
Norway,1170.8514249894242
Panama,286.16800050791494
Peru,198.67923903999173
Portugal,32.52227977370368
Sweden,189.41612011387275
Switzerland,0.42473399473967116
Trinidad and Tobago,242.71593364802771
United Kingdom,11.465475413843468
Uruguay,1.3020617590271406
