Predictor,Spain,Synthetic Spain,Sample,diff_synth,diff_sample,improvement_pct
pop.mean.1960.1969,31.9464,28.0106,15.1321,3.9358,16.8142,76.5927
gdpcap.mean.1960.1969,13769.0664,15594.315,14545.4308,-1825.2487,-776.3644,-135.1021
hc.mean.1960.1969,1.9916,1.9912,2.0437,3e-4,-0.0521,99.3939
csh_c.mean.1960.1969,0.7084,0.7084,0.6625,0,0.0459,100
csh_g.mean.1960.1969,0.1007,0.1014,0.1323,-7e-4,-0.0315,97.7501
csh_x.mean.1960.1969,0.0326,0.0798,0.1621,-0.0471,-0.1295,63.6001
csh_m.mean.1960.1969,-0.0796,-0.0796,-0.2066,0,0.127,100
rknacapita.mean.1960.1969,52563.6553,52557.8594,58543.1373,5.7959,-5979.482,99.9031
